Outer_Fold,FS_method,Top_k,Classifier,Inner_F1,Test_F1,Test_Accuracy,Test_AUC
1,LASSO,10,LightGBM,0.7784306551335325,0.6002624755273742,0.6174496644295302,0.67575393878443
1,LASSO,30,XGBoost,0.8324273608728723,0.679837171545923,0.7046979865771812,0.7600916948606756
1,LASSO,50,XGBoost,0.8543176896990516,0.6751924357198122,0.7046979865771812,0.7579045050798475
1,LASSO,70,Soft Voting Ensemble,0.8615729841090797,0.6586965104104087,0.697986577181208,0.752254898309075
1,LASSO,90,Soft Voting Ensemble,0.8628568237473705,0.6867079110716819,0.7281879194630873,0.7542466587774298
1,RF_importance,10,Soft Voting Ensemble,0.8628568237473705,0.6701707594359818,0.7080536912751678,0.7440528085959617
1,RF_importance,30,Soft Voting Ensemble,0.8628568237473705,0.6944346177553482,0.7281879194630873,0.7631989974722078
1,RF_importance,50,Soft Voting Ensemble,0.8628568237473705,0.7043769536189392,0.738255033557047,0.7641791680064325
1,RF_importance,70,Soft Voting Ensemble,0.8678465528969045,0.7215908552950215,0.7550335570469798,0.7712056305065866
1,RF_importance,90,Soft Voting Ensemble,0.8678465528969045,0.7108356858776321,0.7449664429530202,0.7741993909892694
1,Boruta,10,Soft Voting Ensemble,0.8678465528969045,0.6204906914277908,0.6644295302013423,0.7343888073477473
1,Boruta,30,Soft Voting Ensemble,0.8678465528969045,0.6634319879889055,0.7013422818791947,0.7423067756507167
1,Boruta,50,Soft Voting Ensemble,0.8678465528969045,0.6569714110420267,0.6946308724832215,0.7607602091278854
1,Boruta,70,Soft Voting Ensemble,0.8678465528969045,0.6899268919244418,0.7281879194630873,0.7649529001722676
1,Boruta,90,Soft Voting Ensemble,0.8678465528969045,0.6944246217162707,0.7348993288590604,0.7744449704413592
1,RFE_SVM,10,Soft Voting Ensemble,0.8678465528969045,0.6981419364024181,0.7315436241610739,0.758481423982288
1,RFE_SVM,30,Soft Voting Ensemble,0.8678465528969045,0.7082635831317553,0.7348993288590604,0.7843769211054246
1,RFE_SVM,50,LightGBM,0.8698100461238107,0.6923777016825782,0.714765100671141,0.7835991226063916
1,RFE_SVM,70,LightGBM,0.8818109464518664,0.6780738013257842,0.7013422818791947,0.7736265477050083
1,RFE_SVM,90,LightGBM,0.8818109464518664,0.6750575810029434,0.7046979865771812,0.774492221712026
1,mRMR,10,LightGBM,0.8818109464518664,0.6621011711539798,0.6812080536912751,0.7632830514772957
1,mRMR,30,LightGBM,0.8818109464518664,0.6727370089112951,0.6912751677852349,0.7709432535456632
1,mRMR,50,LightGBM,0.8818109464518664,0.6960733396049295,0.714765100671141,0.7818567342607127
1,mRMR,70,LightGBM,0.8818109464518664,0.675773992886337,0.7013422818791947,0.7556689034056696
1,mRMR,90,LightGBM,0.8818109464518664,0.7238079620908616,0.7550335570469798,0.7647945731570384
1,ReliefF,10,LightGBM,0.8818109464518664,0.6259745834868774,0.6409395973154363,0.7119743025529975
1,ReliefF,30,LightGBM,0.8818109464518664,0.6749218016503041,0.6912751677852349,0.756026305798988
1,ReliefF,50,LightGBM,0.8818109464518664,0.6702250892320611,0.6879194630872483,0.7549798380536988
1,ReliefF,70,LightGBM,0.8818109464518664,0.6831683290691781,0.7013422818791947,0.7536168912265497
1,ReliefF,90,LightGBM,0.8818109464518664,0.6754298144783515,0.697986577181208,0.7535969915565408
2,LASSO,10,LightGBM,0.8818109464518664,0.6368533011611389,0.6543624161073825,0.7414438974004858
2,LASSO,30,LightGBM,0.8818109464518664,0.6697664692065567,0.6946308724832215,0.7835672506858108
2,LASSO,50,LightGBM,0.8818109464518664,0.6953626003227132,0.714765100671141,0.7796026999435972
2,LASSO,70,LightGBM,0.8818109464518664,0.7021744808969257,0.7248322147651006,0.7940855596576821
2,LASSO,90,LightGBM,0.8818109464518664,0.6974946133792992,0.7214765100671141,0.7932374787358043
2,RF_importance,10,LightGBM,0.8818109464518664,0.6627756662808304,0.6812080536912751,0.7865942303887532
2,RF_importance,30,LightGBM,0.8818109464518664,0.7010404883059987,0.7281879194630873,0.8072454976562898
2,RF_importance,50,LightGBM,0.8818109464518664,0.7126053578615905,0.7315436241610739,0.7900704971502585
2,RF_importance,70,LightGBM,0.8818109464518664,0.7115386082455548,0.738255033557047,0.8088197799465257
2,RF_importance,90,LightGBM,0.8818109464518664,0.7174087499551377,0.7483221476510067,0.8154501861868464
2,Boruta,10,LightGBM,0.8818109464518664,0.6327223188217387,0.6476510067114094,0.7448728288378075
2,Boruta,30,LightGBM,0.8818109464518664,0.6818686732350641,0.6946308724832215,0.789303777100161
2,Boruta,50,LightGBM,0.8818109464518664,0.6970442178070596,0.7181208053691275,0.7944518218780494
2,Boruta,70,LightGBM,0.8818109464518664,0.7177539423858166,0.7416107382550335,0.8176220166536013
2,Boruta,90,LightGBM,0.8818109464518664,0.7140456124089554,0.7416107382550335,0.8153208698518576
2,RFE_SVM,10,LightGBM,0.8818109464518664,0.6615390052189879,0.674496644295302,0.7676696134233154
2,RFE_SVM,30,LightGBM,0.8818109464518664,0.7286016589335271,0.7449664429530202,0.8420803711513984
2,RFE_SVM,50,LightGBM,0.8818109464518664,0.7459733327624531,0.7651006711409396,0.8448278328402699
2,RFE_SVM,70,LightGBM,0.8818109464518664,0.7016234066630131,0.7315436241610739,0.8404241684470781
2,RFE_SVM,90,LightGBM,0.8818109464518664,0.7163866623373023,0.7416107382550335,0.8476039836558132
2,mRMR,10,LightGBM,0.8818109464518664,0.6925341938376134,0.7013422818791947,0.7919185588473379
2,mRMR,30,LightGBM,0.8818109464518664,0.709715315783145,0.7416107382550335,0.818803088775164
2,mRMR,50,LightGBM,0.8818109464518664,0.7149697091133448,0.7449664429530202,0.8020667875167274
2,mRMR,70,LightGBM,0.8818109464518664,0.7159645048559651,0.7449664429530202,0.802734666984415
2,mRMR,90,LightGBM,0.8818109464518664,0.7063914179952622,0.738255033557047,0.8105601319491649
2,ReliefF,10,LightGBM,0.8818109464518664,0.6650928630307732,0.6879194630872483,0.7868261012987373
2,ReliefF,30,LightGBM,0.8818109464518664,0.6951441347939744,0.7181208053691275,0.7642112397984565
2,ReliefF,50,LightGBM,0.8818109464518664,0.6944084663455009,0.7181208053691275,0.7816634292542615
2,ReliefF,70,LightGBM,0.8818109464518664,0.6856915549312684,0.714765100671141,0.7831987551830599
3,LASSO,10,LightGBM,0.8818109464518664,0.6339306550866202,0.6610738255033557,0.7325641193697937
3,LASSO,30,LightGBM,0.8818109464518664,0.6827572469589793,0.7046979865771812,0.7820930277539727
3,LASSO,50,LightGBM,0.8818109464518664,0.6965815279987323,0.7214765100671141,0.780399637232842
3,LASSO,70,LightGBM,0.8818109464518664,0.677358641879395,0.7013422818791947,0.7777848940916409
3,LASSO,90,LightGBM,0.8818109464518664,0.6975317160592558,0.7248322147651006,0.7836307536061378
3,RF_importance,10,LightGBM,0.8818109464518664,0.6919879808746765,0.7080536912751678,0.7906037126223175
3,RF_importance,30,LightGBM,0.8818109464518664,0.7078966003423983,0.7281879194630873,0.7902763925915739
3,RF_importance,50,LightGBM,0.8818109464518664,0.6825051181331838,0.7046979865771812,0.7866325710093147
3,RF_importance,70,LightGBM,0.8818109464518664,0.6925751582510244,0.7214765100671141,0.7965619272540857
3,RF_importance,90,LightGBM,0.8818109464518664,0.7105904348475479,0.7348993288590604,0.8006569534879214
3,Boruta,10,LightGBM,0.8818109464518664,0.6549482594015932,0.674496644295302,0.7458698799570158
3,Boruta,30,LightGBM,0.8818109464518664,0.6756077658541502,0.697986577181208,0.7778473438995966
3,Boruta,50,LightGBM,0.8818109464518664,0.6947796475683539,0.7214765100671141,0.7949507782119251
3,Boruta,70,LightGBM,0.8818109464518664,0.7044812525025439,0.7315436241610739,0.8201076931769469
3,Boruta,90,LightGBM,0.8818109464518664,0.6987539269559894,0.7248322147651006,0.8138936240393917
3,RFE_SVM,10,LightGBM,0.8818109464518664,0.6773516703858257,0.6912751677852349,0.7660954234942107
3,RFE_SVM,30,LightGBM,0.8818109464518664,0.6888642115148215,0.7080536912751678,0.7755747274024735
3,RFE_SVM,50,LightGBM,0.8818109464518664,0.6968339833819847,0.7214765100671141,0.787792121521212
3,RFE_SVM,70,Soft Voting Ensemble,0.8858566379556143,0.6858425899340823,0.714765100671141,0.7962304079683047
3,RFE_SVM,90,Soft Voting Ensemble,0.8858566379556143,0.6976590557278459,0.7281879194630873,0.8014569885401924
3,mRMR,10,Soft Voting Ensemble,0.8858566379556143,0.7075305201847487,0.7449664429530202,0.8231594877258751
3,mRMR,30,Soft Voting Ensemble,0.8858566379556143,0.7147967219692205,0.7516778523489933,0.8259194572621443
3,mRMR,50,Soft Voting Ensemble,0.8858566379556143,0.7140642256392831,0.7516778523489933,0.8170142696579697
3,mRMR,70,Soft Voting Ensemble,0.8858566379556143,0.7056525275741466,0.7416107382550335,0.7985059785555828
3,mRMR,90,Soft Voting Ensemble,0.8858566379556143,0.7025763004215848,0.738255033557047,0.7908035825993465
3,ReliefF,10,Soft Voting Ensemble,0.8858566379556143,0.7111637052353666,0.7449664429530202,0.7974047978353132
3,ReliefF,30,Soft Voting Ensemble,0.8858566379556143,0.7003816425285436,0.738255033557047,0.7997041902642434
3,ReliefF,50,Soft Voting Ensemble,0.8858566379556143,0.7136623473031939,0.7516778523489933,0.8050162405565509
3,ReliefF,70,Soft Voting Ensemble,0.8858566379556143,0.6987056567593479,0.738255033557047,0.7842448744972024
3,ReliefF,90,Soft Voting Ensemble,0.8858566379556143,0.7005497013516427,0.7416107382550335,0.7814247925248902
1,LASSO,10,Soft Voting Ensemble,0.8858566379556143,0.5467497603068072,0.5973154362416108,0.6538866145625435
1,LASSO,30,Soft Voting Ensemble,0.8858566379556143,0.665937371210993,0.7114093959731543,0.7526833185935067
1,LASSO,50,Soft Voting Ensemble,0.8858566379556143,0.6525897874928658,0.6946308724832215,0.7487990252763291
1,LASSO,70,Soft Voting Ensemble,0.8858566379556143,0.6586965104104087,0.697986577181208,0.752254898309075
1,LASSO,90,Soft Voting Ensemble,0.8858566379556143,0.6867079110716819,0.7281879194630873,0.7542466587774298
1,RF_importance,10,Soft Voting Ensemble,0.8858566379556143,0.6701707594359818,0.7080536912751678,0.7440528085959617
1,RF_importance,30,Soft Voting Ensemble,0.8858566379556143,0.6944346177553482,0.7281879194630873,0.7631989974722078
1,RF_importance,50,Soft Voting Ensemble,0.8858566379556143,0.7043769536189392,0.738255033557047,0.7641791680064325
1,RF_importance,70,Soft Voting Ensemble,0.8858566379556143,0.7215908552950215,0.7550335570469798,0.7712056305065866
1,RF_importance,90,Soft Voting Ensemble,0.8858566379556143,0.7108356858776321,0.7449664429530202,0.7741993909892694
1,Boruta,10,Soft Voting Ensemble,0.8858566379556143,0.6204906914277908,0.6644295302013423,0.7343888073477473
1,Boruta,30,Soft Voting Ensemble,0.8858566379556143,0.6634319879889055,0.7013422818791947,0.7423067756507167
1,Boruta,50,Soft Voting Ensemble,0.8858566379556143,0.6569714110420267,0.6946308724832215,0.7607602091278854
1,Boruta,70,Soft Voting Ensemble,0.8858566379556143,0.6899268919244418,0.7281879194630873,0.7649529001722676
1,Boruta,90,Soft Voting Ensemble,0.8858566379556143,0.6944246217162707,0.7348993288590604,0.7744449704413592
1,RFE_SVM,10,Soft Voting Ensemble,0.8858566379556143,0.6981419364024181,0.7315436241610739,0.758481423982288
1,RFE_SVM,30,Soft Voting Ensemble,0.8858566379556143,0.7082635831317553,0.7348993288590604,0.7843769211054246
1,RFE_SVM,50,Soft Voting Ensemble,0.8858566379556143,0.700839857460884,0.7281879194630873,0.7742860384362852
1,RFE_SVM,70,Soft Voting Ensemble,0.8858566379556143,0.6768852535421327,0.7046979865771812,0.7598562702462074
1,RFE_SVM,90,Soft Voting Ensemble,0.8858566379556143,0.7144429122820893,0.7449664429530202,0.7743669477647566
1,mRMR,10,Soft Voting Ensemble,0.8858566379556143,0.6743455575260924,0.7013422818791947,0.7558239181259325
1,mRMR,30,Soft Voting Ensemble,0.8858566379556143,0.6848917353960284,0.7248322147651006,0.7639419455263431
1,mRMR,50,Soft Voting Ensemble,0.8858566379556143,0.6901193108528854,0.7281879194630873,0.7787085371700337
1,mRMR,70,Soft Voting Ensemble,0.8858566379556143,0.7003166892668943,0.738255033557047,0.77848669404003
1,mRMR,90,Soft Voting Ensemble,0.8858566379556143,0.6911456681827987,0.7281879194630873,0.7826904630446644
1,ReliefF,10,Soft Voting Ensemble,0.8858566379556143,0.6620577527158933,0.7013422818791947,0.708857004903262
1,ReliefF,30,Soft Voting Ensemble,0.8858566379556143,0.6819224666518825,0.7248322147651006,0.7529944421957957
1,ReliefF,50,Soft Voting Ensemble,0.8858566379556143,0.6914191499846529,0.7348993288590604,0.7348727259211183
1,ReliefF,70,Soft Voting Ensemble,0.8858566379556143,0.6880090340365721,0.7315436241610739,0.7531715796061031
1,ReliefF,90,Soft Voting Ensemble,0.8858566379556143,0.6727280222350119,0.7181208053691275,0.7587051285067336
2,LASSO,10,Soft Voting Ensemble,0.8858566379556143,0.6616740876128204,0.7013422818791947,0.7523619414395829
2,LASSO,30,Soft Voting Ensemble,0.8858566379556143,0.6834812379265507,0.7281879194630873,0.7845868418305461
2,LASSO,50,Soft Voting Ensemble,0.8858566379556143,0.68971962544188,0.7315436241610739,0.8099625710668816
2,LASSO,70,Soft Voting Ensemble,0.8858566379556143,0.695851386175063,0.7348993288590604,0.8069523062853059
2,LASSO,90,Soft Voting Ensemble,0.8858566379556143,0.7067527992752723,0.7449664429530202,0.8069334602163516
2,RF_importance,10,Soft Voting Ensemble,0.8858566379556143,0.7006098685828736,0.7348993288590604,0.7853388368774091
2,RF_importance,30,Soft Voting Ensemble,0.8858566379556143,0.7092582461362137,0.7449664429530202,0.7921211102292768
2,RF_importance,50,Soft Voting Ensemble,0.8858566379556143,0.7025763004215848,0.738255033557047,0.8032617069664345
2,RF_importance,70,Soft Voting Ensemble,0.8858566379556143,0.7041197526775634,0.738255033557047,0.8113430147085738
2,RF_importance,90,Soft Voting Ensemble,0.8858566379556143,0.7051808845139288,0.7416107382550335,0.8213204774196727
2,Boruta,10,Soft Voting Ensemble,0.8858566379556143,0.6299334468057233,0.6711409395973155,0.7549371867583224
2,Boruta,30,Soft Voting Ensemble,0.8858566379556143,0.6928085079420782,0.7348993288590604,0.8020271362477299
2,Boruta,50,Soft Voting Ensemble,0.8858566379556143,0.7067527992752723,0.7449664429530202,0.8019661720368083
2,Boruta,70,Soft Voting Ensemble,0.8858566379556143,0.7203315074961769,0.7583892617449665,0.8181323417142541
2,Boruta,90,Soft Voting Ensemble,0.8858566379556143,0.7199731558773214,0.7583892617449665,0.8148846462735309
2,RFE_SVM,10,Soft Voting Ensemble,0.8858566379556143,0.6588416215404352,0.6946308724832215,0.7967211715277471
2,RFE_SVM,30,Soft Voting Ensemble,0.8858566379556143,0.7140585866343793,0.738255033557047,0.8154542583842429
2,RFE_SVM,50,Soft Voting Ensemble,0.8858566379556143,0.715009612331308,0.7449664429530202,0.8355105489264425
2,RFE_SVM,70,Soft Voting Ensemble,0.8858566379556143,0.7265434415527463,0.7550335570469798,0.8413182618276224
2,RFE_SVM,90,Soft Voting Ensemble,0.8858566379556143,0.7330887682763425,0.761744966442953,0.8364042562472311
2,mRMR,10,Soft Voting Ensemble,0.8858566379556143,0.7287320497525939,0.7651006711409396,0.7890230525271827
2,mRMR,30,Soft Voting Ensemble,0.8858566379556143,0.716529290406955,0.7516778523489933,0.807702304083788
2,mRMR,50,Soft Voting Ensemble,0.8858566379556143,0.7231275259533825,0.7583892617449665,0.8180586023462054
2,mRMR,70,Soft Voting Ensemble,0.8858566379556143,0.7127685403191915,0.7483221476510067,0.820600132431202
2,mRMR,90,Soft Voting Ensemble,0.8858566379556143,0.7089859034132765,0.7449664429530202,0.8129566843788603
2,ReliefF,10,Soft Voting Ensemble,0.8858566379556143,0.6975016735611667,0.7348993288590604,0.781311631080281
2,ReliefF,30,Soft Voting Ensemble,0.8858566379556143,0.7106297480035888,0.7483221476510067,0.7833377381611184
2,ReliefF,50,Soft Voting Ensemble,0.8858566379556143,0.7171936832991912,0.7550335570469798,0.786073421606662
2,ReliefF,70,Soft Voting Ensemble,0.8858566379556143,0.7132984222783918,0.7516778523489933,0.7948456233534369
3,LASSO,10,Soft Voting Ensemble,0.8858566379556143,0.6538526888114861,0.6946308724832215,0.727581348728002
3,LASSO,30,Soft Voting Ensemble,0.8858566379556143,0.6856296881168574,0.7281879194630873,0.7762767145165418
3,LASSO,50,Soft Voting Ensemble,0.8858566379556143,0.6980427866401357,0.738255033557047,0.7953059961911833
3,LASSO,70,Soft Voting Ensemble,0.8858566379556143,0.7085426653883031,0.7483221476510067,0.7801942456239418
3,LASSO,90,Soft Voting Ensemble,0.8858566379556143,0.6999873277672988,0.7416107382550335,0.7973308053293486
3,RF_importance,10,Soft Voting Ensemble,0.8858566379556143,0.6997692217780408,0.738255033557047,0.7718131346266506
3,RF_importance,30,Soft Voting Ensemble,0.8858566379556143,0.6908186093229239,0.7281879194630873,0.789366712170569
3,RF_importance,50,Soft Voting Ensemble,0.8858566379556143,0.692867005830623,0.7281879194630873,0.7968552095201515
3,RF_importance,70,Soft Voting Ensemble,0.8858566379556143,0.6947677671738862,0.7248322147651006,0.7947516720467921
3,RF_importance,90,Soft Voting Ensemble,0.8858566379556143,0.7126649256473082,0.738255033557047,0.800672621161116
3,Boruta,10,Soft Voting Ensemble,0.8858566379556143,0.6564090571095027,0.6946308724832215,0.7357404357824928
3,Boruta,30,Soft Voting Ensemble,0.8858566379556143,0.686926066402474,0.7248322147651006,0.78582105141234
3,Boruta,50,Soft Voting Ensemble,0.8858566379556143,0.7000646598514239,0.738255033557047,0.8000109245137164
3,Boruta,70,Soft Voting Ensemble,0.8858566379556143,0.6977706474822298,0.7348993288590604,0.8124652317760566
3,Boruta,90,Soft Voting Ensemble,0.8858566379556143,0.7119960320431654,0.7483221476510067,0.8075354842426192
3,RFE_SVM,10,Soft Voting Ensemble,0.8858566379556143,0.6448231174582468,0.6845637583892618,0.7597990698735612
3,RFE_SVM,30,Soft Voting Ensemble,0.8858566379556143,0.6945340802859592,0.7348993288590604,0.7817616995433361
3,RFE_SVM,50,Soft Voting Ensemble,0.8858566379556143,0.697997615683504,0.7315436241610739,0.7751325042600716
3,RFE_SVM,70,Soft Voting Ensemble,0.8858566379556143,0.6858425899340823,0.714765100671141,0.7962304079683047
3,RFE_SVM,90,Soft Voting Ensemble,0.8858566379556143,0.6976590557278459,0.7281879194630873,0.8014569885401924
3,mRMR,10,Soft Voting Ensemble,0.8858566379556143,0.7075305201847487,0.7449664429530202,0.8231594877258751
3,mRMR,30,Soft Voting Ensemble,0.8858566379556143,0.7147967219692205,0.7516778523489933,0.8259194572621443
3,mRMR,50,Soft Voting Ensemble,0.8858566379556143,0.7140642256392831,0.7516778523489933,0.8170142696579697
3,mRMR,70,Soft Voting Ensemble,0.8858566379556143,0.7056525275741466,0.7416107382550335,0.7985059785555828
3,mRMR,90,Soft Voting Ensemble,0.8858566379556143,0.7025763004215848,0.738255033557047,0.7908035825993465
3,ReliefF,10,Soft Voting Ensemble,0.8858566379556143,0.7111637052353666,0.7449664429530202,0.7974047978353132
3,ReliefF,30,Soft Voting Ensemble,0.8858566379556143,0.7003816425285436,0.738255033557047,0.7997041902642434
3,ReliefF,50,Soft Voting Ensemble,0.8858566379556143,0.7136623473031939,0.7516778523489933,0.8050162405565509
3,ReliefF,70,Soft Voting Ensemble,0.8858566379556143,0.6987056567593479,0.738255033557047,0.7842448744972024
3,ReliefF,90,Soft Voting Ensemble,0.8858566379556143,0.7005497013516427,0.7416107382550335,0.7814247925248902
1,LASSO,10,Soft Voting Ensemble,0.8858566379556143,0.5467497603068072,0.5973154362416108,0.6538866145625435
1,LASSO,30,Soft Voting Ensemble,0.8858566379556143,0.665937371210993,0.7114093959731543,0.7526833185935067
1,LASSO,50,Soft Voting Ensemble,0.8858566379556143,0.6525897874928658,0.6946308724832215,0.7487990252763291
1,LASSO,70,Soft Voting Ensemble,0.8858566379556143,0.6586965104104087,0.697986577181208,0.752254898309075
1,LASSO,90,Soft Voting Ensemble,0.8858566379556143,0.6867079110716819,0.7281879194630873,0.7542466587774298
